Event,Card Colour,Time,Conversion,For,Score
Home Score,,,,,29
Away Score,,,,,20
Substitution,,78,,ospreys
Substitution,,77,,ospreys
Substitution,,75,,ospreys
Substitution,,75,,ospreys
Substitution,,64,,ospreys
Try,,62,Converted,ospreys
Substitution,,55,,ospreys
Substitution,,55,,ospreys
Try,,52,Converted,ospreys
Substitution,,50,,ospreys
Try,,42,Missed,ospreys
Substitution,,41,,ospreys
Penalty,,39,Converted,ospreys
Penalty,,22,Missed,ospreys
Try,,7,Converted,ospreys
Substitution,,78,,dragons
Substitution,,75,,dragons
Substitution,,64,,dragons
Substitution,,64,,dragons
Substitution,,64,,dragons
Substitution,,55,,dragons
Penalty,,46,Converted,dragons
Substitution,,41,,dragons
Substitution,,36,,dragons
Try,,32,Converted,dragons
Penalty,,28,Converted,dragons
Try,,18,Converted,dragons
