Event,Card Colour,Time,Conversion,For,Score
Home Score,,,,,10
Away Score,,,,,6
Substitution,,76,,scarlets
Substitution,,72,,scarlets
Substitution,,68,,scarlets
Substitution,,68,,scarlets
Substitution,,67,,scarlets
Substitution,,55,,scarlets
Penalty,,49,Converted,scarlets
Substitution,,19,,scarlets
Try,,11,Converted,scarlets
Substitution,,76,,munster
Substitution,,68,,munster
Substitution,,65,,munster
Substitution,,65,,munster
Substitution,,65,,munster
Substitution,,65,,munster
Substitution,,60,,munster
Substitution,,53,,munster
Penalty,,40,Converted,munster
Penalty,,6,Converted,munster
